What Country or Region do you live in?,How old are you?,Unnamed: 2,Which of the following languages or technologies have you used significantly in the past year?,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Which technologies are you excited about?,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Which desktop operating system do you use the most?
United States of America,35-39,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,30-34,N/A,C,N/A,N/A,Java,N/A,jQuery,N/A,N/A,Objective-C,N/A,N/A,N/A,SQL,N/A,Node.js,Haskell,CoffeeScript,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Mac OS X
Africa,25-29,N/A,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows XP
Italy,40-50,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Linux
Other Europe,35-39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australasia,30-34,N/A,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,bash,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,MongoDB,N/A,N/A,Linux
Other Europe,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,Perl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Mac OS X
Other Asia,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,20-24,N/A,C,C++,C#,Java,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Windows 7
United States of America,35-39,N/A,C,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scala,N/A,Haskell,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
Germany,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,25-29,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"maven, Oracle DB, Cassandra, mysql",Node.js,Haskell,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Windows 7
United States of America,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,35-39,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,VB/VBA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,51-60,N/A,N/A,C++,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,extjs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United Kingdom,25-29,N/A,C,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,C,C++,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,Ruby,SQL,N/A,Node.js,N/A,N/A,Dart,N/A,N/A,N/A,N/A,MongoDB,F#,N/A,Linux
India,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,Ruby,SQL,N/A,Node.js,Haskell,CoffeeScript,N/A,TypeScript,N/A,WinRT,Redis,MongoDB,F#,N/A,Mac OS X
Other Asia,< 20,N/A,N/A,C++,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows XP
Other Europe,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Clojure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Linux
Other Europe,25-29,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,Node.js,N/A,N/A,N/A,N/A,SQL,CSS,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Windows 7
Germany,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Asia,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Russia,20-24,Other,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,Ruby,N/A,"Perl, Haskell",N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
India,25-29,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,TypeScript,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
Other Europe,< 20,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Assembly,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,< 20,N/A,C,C++,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Perl (It's got some nice regex),N/A,Haskell,N/A,N/A,TypeScript,C++11,WinRT,N/A,N/A,F#,N/A,Linux
United Kingdom,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Middle East,35-39,N/A,N/A,N/A,C#,N/A,N/A,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,F#,N/A,Windows 7
Other Asia,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,Dart,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows XP
Middle East,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8
Other Europe,30-34,N/A,N/A,N/A,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 8
Other Europe,25-29,N/A,N/A,C++,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows 7
United States of America,35-39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,Haskell,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,vb.net,N/A,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,30-34,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Linux
Other Europe,35-39,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,SQL,Plone,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Mac OS X
Other Europe,20-24,N/A,C,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Other Asia,20-24,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,35-39,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
United Kingdom,30-34,N/A,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,Windows 7
Russia,30-34,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,Ruby,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Middle East,25-29,N/A,N/A,N/A,N/A,N/A,N/A,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Mac OS X
United States of America,40-50,N/A,N/A,C++,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
Middle East,25-29,N/A,N/A,C++,C#,N/A,JavaScript,jQuery,N/A,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows XP
Germany,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Africa,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Bangladesh,20-24,Other,C,C++,C#,Java,JavaScript,jQuery,N/A,N/A,Objective-C,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows 7
India,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
United Kingdom,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,Node.js,N/A,PHP,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Mac OS X
Other Europe,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"MATLAB, Common Lisp, awk, vim",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Germany,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,AutoIT,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,51-60,N/A,N/A,C++,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,codeigniter,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Other Europe,20-24,N/A,C,N/A,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
Australasia,< 20,N/A,N/A,N/A,N/A,N/A,N/A,jQuery,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,Coffeescript,N/A,N/A,CoffeeScript,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
Australia,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other
United Kingdom,40-50,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,PhoneGap,Linux
Middle East,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Asia,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,Objective-C,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Mac OS X
South America,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,google app engine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United Kingdom,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,Pro-IV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
Germany,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Middle East,40-50,Other,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,F#,N/A,Windows 7
United States of America,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Mac OS X
Other Asia,20-24,Other,N/A,C++,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
India,20-24,N/A,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,perl,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
France,20-24,N/A,C,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,Objective-C,PHP,Python,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Mac OS X
India,20-24,N/A,C,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,Node.js,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United Kingdom,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Coldfusion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,C++,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
India,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,35-39,N/A,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,25-29,Other,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows XP
United States of America,25-29,N/A,N/A,C++,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
India,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Canada,30-34,Other,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,Node.js,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,WinRT,N/A,MongoDB,N/A,N/A,Windows 8
Canada,30-34,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Canada,< 20,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Other Asia,30-34,Other,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Play Framework 2,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Mac OS X
Other Europe,30-34,N/A,N/A,C++,C#,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Other
Canada,20-24,Other,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,20-24,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
India,25-29,N/A,N/A,N/A,C#,N/A,N/A,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,TypeScript,N/A,WinRT,N/A,N/A,N/A,PhoneGap,Windows 7
United States of America,30-34,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,Objective-C,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Windows 7
Germany,25-29,Other,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,Python,N/A,N/A,Perl,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,PhoneGap,Mac OS X
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,Ruby,N/A,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,20-24,N/A,N/A,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
Australasia,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,30-34,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,Dart,N/A,N/A,N/A,Redis,N/A,N/A,N/A,Windows 8
Other Europe,30-34,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,Windows 7
Canada,20-24,N/A,C,C++,N/A,N/A,JavaScript,jQuery,N/A,Node.js,N/A,N/A,Python,N/A,SQL,N/A,Node.js,N/A,N/A,Dart,N/A,C++11,N/A,Redis,MongoDB,N/A,N/A,Mac OS X
Other Asia,< 20,N/A,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,TypeScript,N/A,WinRT,N/A,MongoDB,N/A,PhoneGap,Windows 8
United States of America,30-34,Other,N/A,C++,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,TypeScript,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,< 20,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Linux
Canada,30-34,N/A,N/A,C++,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Linux
Germany,30-34,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Other,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,Objective-C,N/A,Python,N/A,SQL,Django,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
Canada,20-24,N/A,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,40-50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,25-29,Other,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 8
United Kingdom,20-24,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 8
United States of America,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
